doc_id,id,mid1,mid2,word1,word2,rel,is_correct,category,expectation
AFP_ENG_20070805.0159.LDC2009T13,62539,AFP_ENG_20070805.0159.LDC2009T13_1551_1558,AFP_ENG_20070805.0159.LDC2009T13_1682_1688,mclaren,alonso,org:founded_by,,1,0.938
AFP_ENG_20070504.0397.LDC2009T13,134591,AFP_ENG_20070504.0397.LDC2009T13_487_498,AFP_ENG_20070504.0397.LDC2009T13_583_592,maceo medal,president,per:title,,1,1
eng-WL-11-174592-12943349,343041,eng-WL-11-174592-12943349_638_646,eng-WL-11-174592-12943349_542_551,ken olin,president,per:title,,1,0.924
LTW_ENG_20070814.0132.LDC2009T13,267007,LTW_ENG_20070814.0132.LDC2009T13_1315_1334,LTW_ENG_20070814.0132.LDC2009T13_1238_1252,columbia university,irwin redlener,org:founded_by,,1,0.982
APW_ENG_20070330.0205.LDC2009T13,300052,APW_ENG_20070330.0205.LDC2009T13_611_626,APW_ENG_20070330.0205.LDC2009T13_603_610,annette o'toole,actress,per:title,,1,0.996
APW_ENG_20070228.1300.LDC2009T13,307894,APW_ENG_20070228.1300.LDC2009T13_1104_1127,APW_ENG_20070228.1300.LDC2009T13_1065_1084,drug enforcement agency,dennis mihalopoulos,org:founded_by,,1,0.988
APW_ENG_20070713.1141.LDC2009T13,180775,APW_ENG_20070713.1141.LDC2009T13_3080_3083,APW_ENG_20070713.1141.LDC2009T13_3047_3053,nhl,darryl,org:founded_by,,1,0.984
AFP_ENG_20070120.0062.LDC2009T13,281157,AFP_ENG_20070120.0062.LDC2009T13_3873_3881,AFP_ENG_20070120.0062.LDC2009T13_3856_3860,congress,bush,org:founded_by,,1,0.924
AFP_ENG_20070119.0109.LDC2009T13,257936,AFP_ENG_20070119.0109.LDC2009T13_220_239,AFP_ENG_20070119.0109.LDC2009T13_324_335,samsung electronics,lee kun-hee,org:founded_by,,1,0.988
APW_ENG_20081224.0787.LDC2009T13,42673,APW_ENG_20081224.0787.LDC2009T13_4056_4073,APW_ENG_20081224.0787.LDC2009T13_4050_4055,michael bloomberg,mayor,per:title,,1,1
APW_ENG_20071116.0402.LDC2009T13,229807,APW_ENG_20071116.0402.LDC2009T13_1719_1731,APW_ENG_20071116.0402.LDC2009T13_1709_1718,roh moo-hyun,president,per:title,t,1,1
AFP_ENG_20080115.0016.LDC2009T13,279430,AFP_ENG_20080115.0016.LDC2009T13_1080_1091,AFP_ENG_20080115.0016.LDC2009T13_894_899,white house,obama,org:founded_by,,1,0.992
eng-WL-11-174611-12978356,132685,eng-WL-11-174611-12978356_586_597,eng-WL-11-174611-12978356_580_585,kevin mcgee,judge,per:title,,1,0.994
NYT_ENG_20081212.0172.LDC2009T13,162158,NYT_ENG_20081212.0172.LDC2009T13_770_789,NYT_ENG_20081212.0172.LDC2009T13_715_727,brandeis university,ruth shapiro,org:founded_by,,1,0.982
APW_ENG_20080206.1663.LDC2009T13,96697,APW_ENG_20080206.1663.LDC2009T13_5174_5182,APW_ENG_20080206.1663.LDC2009T13_5127_5135,marcella,designer,per:title,,1,0.954
NYT_ENG_20080716.0203.LDC2009T13,10318,NYT_ENG_20080716.0203.LDC2009T13_11213_11228,NYT_ENG_20080716.0203.LDC2009T13_11245_11254,j. chris hrouda,president,per:title,,1,0.916
eng-WL-11-174595-12968276,75304,eng-WL-11-174595-12968276_10845_10850,eng-WL-11-174595-12968276_10838_10844,keast,deputy,per:title,,1,0.994
eng-WL-11-174595-12968493,48040,eng-WL-11-174595-12968493_17471_17477,eng-WL-11-174595-12968493_17482_17488,tracey,zakiya,per:spouse,,1,0.976
APW_ENG_20070619.0095.LDC2009T13,319643,APW_ENG_20070619.0095.LDC2009T13_358_369,APW_ENG_20070619.0095.LDC2009T13_348_357,raul castro,president,per:title,t,1,1
APW_ENG_20080203.0947.LDC2009T13,332184,APW_ENG_20080203.0947.LDC2009T13_1393_1406,APW_ENG_20080203.0947.LDC2009T13_1375_1388,randy jackson,ryan seacrest,per:spouse,,1,0.934
eng-WL-11-174595-12968331,176158,eng-WL-11-174595-12968331_6087_6111,eng-WL-11-174595-12968331_6000_6011,guild of america theatre,el cantante,org:founded_by,,1,0.962
APW_ENG_20070401.0029.LDC2009T13,282460,APW_ENG_20070401.0029.LDC2009T13_831_845,APW_ENG_20070401.0029.LDC2009T13_819_826,jennifer lopez,beyonce,per:spouse,,1,0.978
CNA_ENG_20071102.0005.LDC2009T13,317753,CNA_ENG_20071102.0005.LDC2009T13_4222_4236,CNA_ENG_20071102.0005.LDC2009T13_4212_4221,chen shui-bian,president,per:title,,1,0.998
APW_ENG_20070505.0182.LDC2009T13,287569,APW_ENG_20070505.0182.LDC2009T13_500_503,APW_ENG_20070505.0182.LDC2009T13_744_751,abc,palfrey,org:founded_by,,1,0.944
NYT_ENG_20070727.0186.LDC2009T13,89672,NYT_ENG_20070727.0186.LDC2009T13_4648_4655,NYT_ENG_20070727.0186.LDC2009T13_4679_4683,castros,raul,org:founded_by,,1,0.974
LTW_ENG_20080220.0086.LDC2009T13,55573,LTW_ENG_20080220.0086.LDC2009T13_3137_3148,LTW_ENG_20080220.0086.LDC2009T13_3242_3251,raul castro,commander,per:title,,1,0.954
APW_ENG_20070104.0624.LDC2009T13,116917,APW_ENG_20070104.0624.LDC2009T13_1406_1412,APW_ENG_20070104.0624.LDC2009T13_1270_1282,konami,simon cowell,org:founded_by,,1,0.99
AFP_ENG_20080330.0023.LDC2009T13,169358,AFP_ENG_20080330.0023.LDC2009T13_1296_1307,AFP_ENG_20080330.0023.LDC2009T13_1286_1295,raul castro,president,per:title,t,1,1
NYT_ENG_20080104.0104.LDC2009T13,309671,NYT_ENG_20080104.0104.LDC2009T13_5896_5919,NYT_ENG_20080104.0104.LDC2009T13_5964_5999,paul christopher manuel,new hampshire institute of politics,per:employee_or_member_of,,1,0.916
eng-WL-11-174611-12980918,196988,eng-WL-11-174611-12980918_834_853,eng-WL-11-174611-12980918_875_889,salvatore f. dimasi,therese murray,per:spouse,,1,0.91
eng-NG-31-100720-11217028,831,eng-NG-31-100720-11217028_1952_1973,eng-NG-31-100720-11217028_1940_1950,alliance defense fund,alan sears,org:founded_by,,1,0.968
XIN_ENG_20071115.0188.LDC2009T13,210346,XIN_ENG_20071115.0188.LDC2009T13_621_642,XIN_ENG_20071115.0188.LDC2009T13_682_694,cpc central committee,fidel castro,org:founded_by,,1,0.978
eng-WL-11-174584-12964311,27449,eng-WL-11-174584-12964311_4807_4811,eng-WL-11-174584-12964311_4865_4867,reid,ed,per:spouse,,1,0.97
NYT_ENG_20070604.0277.LDC2009T13,273608,NYT_ENG_20070604.0277.LDC2009T13_2707_2711,NYT_ENG_20070604.0277.LDC2009T13_2622_2626,nets,taub,org:founded_by,,1,0.994
eng-WL-110-174612-12992170,163178,eng-WL-110-174612-12992170_1145_1159,eng-WL-110-174612-12992170_1222_1234,jermaine dupri,toni braxton,per:spouse,,1,0.958
eng-WL-11-174595-12968558,99379,eng-WL-11-174595-12968558_26127_26134,eng-WL-11-174595-12968558_26117_26122,katrine,kathy,per:spouse,,1,0.95
eng-WL-11-174584-12964315,3962,eng-WL-11-174584-12964315_612_624,eng-WL-11-174584-12964315_629_638,jake pavelka,bartender,per:title,,1,1
LTW_ENG_20070424.0003.LDC2009T13,70051,LTW_ENG_20070424.0003.LDC2009T13_2347_2360,LTW_ENG_20070424.0003.LDC2009T13_2337_2346,linda nochlin,historian,per:title,,1,1
APW_ENG_20070911.0280.LDC2009T13,25984,APW_ENG_20070911.0280.LDC2009T13_2539_2550,APW_ENG_20070911.0280.LDC2009T13_2531_2538,max cleland,senator,per:title,,1,0.998
NYT_ENG_20071025.0259.LDC2009T13,173201,NYT_ENG_20071025.0259.LDC2009T13_2540_2544,NYT_ENG_20071025.0259.LDC2009T13_2617_2623,paul,doctor,per:title,,1,0.924
LTW_ENG_20080913.0010.LDC2009T13,165021,LTW_ENG_20080913.0010.LDC2009T13_4771_4780,LTW_ENG_20080913.0010.LDC2009T13_4736_4744,red cross,mcgovern,org:founded_by,,1,0.964
APW_ENG_20070119.1579.LDC2009T13,312727,APW_ENG_20070119.1579.LDC2009T13_1235_1260,APW_ENG_20070119.1579.LDC2009T13_1038_1044,wheeling-pittsburgh corp.,mittal,org:founded_by,,1,0.946
XIN_ENG_20081023.0050.LDC2009T13,263087,XIN_ENG_20081023.0050.LDC2009T13_522_534,XIN_ENG_20081023.0050.LDC2009T13_513_521,lee yoon-woo,chairman,per:title,,1,1
APW_ENG_20071116.1329.LDC2009T13,319661,APW_ENG_20071116.1329.LDC2009T13_4571_4582,APW_ENG_20071116.1329.LDC2009T13_4561_4570,roh tae-woo,president,per:title,t,1,1
eng-WL-11-174595-12968318,206702,eng-WL-11-174595-12968318_15202_15206,eng-WL-11-174595-12968318_15195_15201,sara,reader,per:title,,1,1
eng-WL-11-174595-12968417,318772,eng-WL-11-174595-12968417_10758_10765,eng-WL-11-174595-12968417_10770_10777,rebecca,beverly,per:spouse,,1,0.972
APW_ENG_20070315.1712.LDC2009T13,271956,APW_ENG_20070315.1712.LDC2009T13_1853_1862,APW_ENG_20070315.1712.LDC2009T13_1832_1835,news corp.,fox,org:founded_by,,1,0.944
AFP_ENG_20070525.0016.LDC2009T13,91300,AFP_ENG_20070525.0016.LDC2009T13_1240_1253,AFP_ENG_20070525.0016.LDC2009T13_1225_1239,jose socrates,prime minister,per:title,,1,1
NYT_ENG_20080214.0253.LDC2009T13,49877,NYT_ENG_20080214.0253.LDC2009T13_4074_4079,NYT_ENG_20080214.0253.LDC2009T13_3957_3967,house,ian bowles,org:founded_by,,1,0.978
eng-WL-11-174592-12942364,171694,eng-WL-11-174592-12942364_512_524,eng-WL-11-174592-12942364_540_556,bryan fuller,barry sonnenfeld,per:spouse,,1,0.996
eng-WL-11-174643-13000303,135479,eng-WL-11-174643-13000303_1093_1103,eng-WL-11-174643-13000303_1086_1092,john mayer,singer,per:title,,1,1
NYT_ENG_20080422.0012.LDC2009T13,238530,NYT_ENG_20080422.0012.LDC2009T13_948_951,NYT_ENG_20080422.0012.LDC2009T13_912_919,lee,samsung,per:employee_or_member_of,,1,0.99
eng-WL-11-174598-12965171,40628,eng-WL-11-174598-12965171_11945_11948,eng-WL-11-174598-12965171_11993_11996,kim,kim,per:spouse,,1,0.956
APW_ENG_20070520.0513.LDC2009T13,139359,APW_ENG_20070520.0513.LDC2009T13_3216_3237,APW_ENG_20070520.0513.LDC2009T13_2991_3004,u.n. security council,reza aqazadeh,org:founded_by,,1,0.996
APW_ENG_20080207.0029.LDC2009T13,64851,APW_ENG_20080207.0029.LDC2009T13_2500_2512,APW_ENG_20080207.0029.LDC2009T13_2646_2664,ellen pompeo,natasha richardson,per:spouse,,1,0.966
NYT_ENG_20071211.0072.LDC2009T13,155345,NYT_ENG_20071211.0072.LDC2009T13_2403_2412,NYT_ENG_20071211.0072.LDC2009T13_2381_2401,citigroup,robert b. willumstad,org:founded_by,,1,0.988
APW_ENG_20070105.1451.LDC2009T13,327421,APW_ENG_20070105.1451.LDC2009T13_303_318,APW_ENG_20070105.1451.LDC2009T13_284_298,kevin federline,britney spears,per:spouse,,1,0.952
APW_ENG_20080508.0780.LDC2009T13,12666,APW_ENG_20080508.0780.LDC2009T13_1471_1480,APW_ENG_20080508.0780.LDC2009T13_1358_1370,manitowoc,david larkam,org:founded_by,,1,0.984
NYT_ENG_20071109.0258.LDC2009T13,144383,NYT_ENG_20071109.0258.LDC2009T13_813_824,NYT_ENG_20071109.0258.LDC2009T13_840_855,fox network,steve mcpherson,org:founded_by,,1,0.98
eng-NG-31-142161-10036473,10585,eng-NG-31-142161-10036473_8024_8040,eng-NG-31-142161-10036473_8015_8023,jose maria aznar,minister,per:title,,1,0.998
eng-WL-11-174595-12968318,208494,eng-WL-11-174595-12968318_16830_16844,eng-WL-11-174595-12968318_16853_16870,house of blues,dolores o'riordan,org:founded_by,,1,0.942
AFP_ENG_20081205.0609.LDC2009T13,263780,AFP_ENG_20081205.0609.LDC2009T13_2208_2214,AFP_ENG_20081205.0609.LDC2009T13_2231_2241,senate,harry reid,org:founded_by,,1,0.932
eng-WL-11-174584-12960463,152578,eng-WL-11-174584-12960463_1207_1216,eng-WL-11-174584-12960463_1251_1258,elizabeth,captain,per:title,,1,0.982
eng-WL-11-174584-12960463,153381,eng-WL-11-174584-12960463_1600_1603,eng-WL-11-174584-12960463_1576_1584,nba,kimberly,org:founded_by,,1,0.908
APW_ENG_20070703.1553.LDC2009T13,320560,APW_ENG_20070703.1553.LDC2009T13_4895_4904,APW_ENG_20070703.1553.LDC2009T13_4820_4827,red cross,everson,org:founded_by,,1,0.988
LTW_ENG_20080717.0151.LDC2009T13,92538,LTW_ENG_20080717.0151.LDC2009T13_2436_2442,LTW_ENG_20080717.0151.LDC2009T13_2275_2281,kimmel,kimmel,per:spouse,,1,0.97
eng-WL-11-174608-12979911,105946,eng-WL-11-174608-12979911_41849_41853,eng-WL-11-174608-12979911_41829_41844,phil,ellen degeneres,per:spouse,,1,0.982
eng-WL-11-174595-12968423,40388,eng-WL-11-174595-12968423_633_640,eng-WL-11-174595-12968423_654_669,britney,kevin federline,per:spouse,,1,0.992
NYT_ENG_20070514.0225.LDC2009T13,337484,NYT_ENG_20070514.0225.LDC2009T13_1051_1067,NYT_ENG_20070514.0225.LDC2009T13_989_1007,tufts university,nicholas h. dodman,org:founded_by,,1,0.99
eng-WL-11-174598-12964840,176542,eng-WL-11-174598-12964840_56118_56121,eng-WL-11-174598-12964840_56109_56113,ben,jack,per:spouse,,1,0.964
NYT_ENG_20081229.0204.LDC2009T13,242857,NYT_ENG_20081229.0204.LDC2009T13_3469_3474,NYT_ENG_20081229.0204.LDC2009T13_3485_3491,globe,vitale,org:founded_by,,1,0.916
LTW_ENG_20070222.0152.LDC2009T13,207337,LTW_ENG_20070222.0152.LDC2009T13_5149_5167,LTW_ENG_20070222.0152.LDC2009T13_5186_5194,aida toma-suleiman,activist,per:title,,1,0.932
NYT_ENG_20080319.0128.LDC2009T13,153222,NYT_ENG_20080319.0128.LDC2009T13_6370_6381,NYT_ENG_20080319.0128.LDC2009T13_6300_6306,wake forest,packer,org:founded_by,,1,0.958
APW_ENG_20070216.1078.LDC2009T13,23143,APW_ENG_20070216.1078.LDC2009T13_498_512,APW_ENG_20070216.1078.LDC2009T13_488_497,george w. bush,president,per:title,t,1,1
NYT_ENG_20081030.0164.LDC2009T13,81697,NYT_ENG_20081030.0164.LDC2009T13_1924_1937,NYT_ENG_20081030.0164.LDC2009T13_1953_1961,alan vinegrad,attorney,per:title,,1,0.96
eng-WL-110-174626-12995817,4104,eng-WL-110-174626-12995817_3538_3543,eng-WL-110-174626-12995817_3529_3533,jared,paul,per:spouse,,1,0.974
eng-WL-11-174595-12967831,337838,eng-WL-11-174595-12967831_9588_9596,eng-WL-11-174595-12967831_9601_9614,kimberly,alana stewart,per:spouse,,1,0.978
NYT_ENG_20070220.0115.LDC2009T13,110430,NYT_ENG_20070220.0115.LDC2009T13_1626_1636,NYT_ENG_20070220.0115.LDC2009T13_1646_1658,prca board,keith martin,org:founded_by,,1,0.992
eng-WL-11-174595-12967912,197923,eng-WL-11-174595-12967912_8397_8411,eng-WL-11-174595-12967912_8431_8440,kelly clarkson,lita ford,per:spouse,,1,0.924
NYT_ENG_20071206.0073.LDC2009T13,200438,NYT_ENG_20071206.0073.LDC2009T13_5325_5336,NYT_ENG_20071206.0073.LDC2009T13_5314_5324,dave carney,consultant,per:title,,1,1
APW_ENG_20070405.1401.LDC2009T13,62489,APW_ENG_20070405.1401.LDC2009T13_5354_5368,APW_ENG_20070405.1401.LDC2009T13_5346_5353,mario espinoza,analyst,per:title,,1,1
AFP_ENG_20080821.0703.LDC2009T13,328576,AFP_ENG_20080821.0703.LDC2009T13_3987_4003,AFP_ENG_20080821.0703.LDC2009T13_3976_3985,pervez musharraf,president,per:title,,1,0.974
LTW_ENG_20071116.0115.LDC2009T13,232228,LTW_ENG_20071116.0115.LDC2009T13_5684_5691,LTW_ENG_20071116.0115.LDC2009T13_5676_5682,lorenzo,father,per:title,,1,0.956
APW_ENG_20081117.0069.LDC2009T13,20083,APW_ENG_20081117.0069.LDC2009T13_3808_3814,APW_ENG_20081117.0069.LDC2009T13_3839_3853,adelis,banco sofitasa,per:employee_or_member_of,,1,0.952
eng-WL-11-174595-12968566,308247,eng-WL-11-174595-12968566_14927_14934,eng-WL-11-174595-12968566_15005_15009,simmons,elsa,per:spouse,,1,0.936
eng-WL-11-174592-12942490,277716,eng-WL-11-174592-12942490_346_352,eng-WL-11-174592-12942490_361_373,george,chyler leigh,per:spouse,,1,0.912
AFP_ENG_20080110.0782.LDC2009T13,119117,AFP_ENG_20080110.0782.LDC2009T13_958_970,AFP_ENG_20080110.0782.LDC2009T13_733_742,barack obama,secretary,per:title,,1,0.966
eng-WL-11-174598-12964855,111876,eng-WL-11-174598-12964855_12979_12985,eng-WL-11-174598-12964855_12991_12998,brooke,britney,per:spouse,,1,0.932
eng-WL-11-174583-12935669,86406,eng-WL-11-174583-12935669_61700_61709,eng-WL-11-174583-12935669_61617_61621,bloomberg,bush,org:founded_by,,1,0.954
AFP_ENG_20070414.0183.LDC2009T13,28320,AFP_ENG_20070414.0183.LDC2009T13_2487_2498,AFP_ENG_20070414.0183.LDC2009T13_2445_2452,guy ritchie,madonna,per:spouse,,1,0.942
eng-WL-11-174584-12960321,304539,eng-WL-11-174584-12960321_601_607,eng-WL-11-174584-12960321_590_596,trista,kiptyn,per:spouse,,1,0.956
AFP_ENG_20081112.0037.LDC2009T13,261587,AFP_ENG_20081112.0037.LDC2009T13_1462_1482,AFP_ENG_20081112.0037.LDC2009T13_1288_1302,guttmacher institute,george w. bush,org:founded_by,,1,0.97
AFP_ENG_20081112.0037.LDC2009T13,265517,AFP_ENG_20081112.0037.LDC2009T13_1288_1302,AFP_ENG_20081112.0037.LDC2009T13_1278_1287,george w. bush,president,per:title,,1,0.998
NYT_ENG_20081103.0147.LDC2009T13,208420,NYT_ENG_20081103.0147.LDC2009T13_633_645,NYT_ENG_20081103.0147.LDC2009T13_584_593,barack obama,president,per:title,,1,0.978
APW_ENG_20070418.1705.LDC2009T13,45144,APW_ENG_20070418.1705.LDC2009T13_1051_1064,APW_ENG_20070418.1705.LDC2009T13_951_956,randy jackson,judge,per:title,,1,0.972
APW_ENG_20071116.0532.LDC2009T13,346344,APW_ENG_20071116.0532.LDC2009T13_5846_5849,APW_ENG_20071116.0532.LDC2009T13_5837_5845,lee,chairman,per:title,,1,0.996
APW_ENG_20070125.0254.LDC2009T13,347243,APW_ENG_20070125.0254.LDC2009T13_7785_7799,APW_ENG_20070125.0254.LDC2009T13_7775_7784,george w. bush,president,per:title,,1,1
APW_ENG_20080729.1055.LDC2009T13,339218,APW_ENG_20080729.1055.LDC2009T13_1342_1359,APW_ENG_20080729.1055.LDC2009T13_1317_1337,katherine goodman,carla christofferson,per:spouse,,1,0.992
APW_ENG_20070413.1500.LDC2009T13,6482,APW_ENG_20070413.1500.LDC2009T13_1000_1011,APW_ENG_20070413.1500.LDC2009T13_1025_1037,dave mccall,usw district,per:employee_or_member_of,,1,0.932
NYT_ENG_20071001.0094.LDC2009T13,271208,NYT_ENG_20071001.0094.LDC2009T13_3933_3936,NYT_ENG_20071001.0094.LDC2009T13_3995_4003,ann,governor,per:title,,1,0.98
APW_ENG_20071214.0144.LDC2009T13,263899,APW_ENG_20071214.0144.LDC2009T13_335_349,APW_ENG_20071214.0144.LDC2009T13_327_334,joyce bulifant,actress,per:title,,1,0.998
APW_ENG_20070217.0243.LDC2009T13,312939,APW_ENG_20070217.0243.LDC2009T13_1545_1559,APW_ENG_20070217.0243.LDC2009T13_1536_1544,michael maples,lt. gen.,per:title,,1,0.992
AFP_ENG_20080703.5016.LDC2009T13,296867,AFP_ENG_20080703.5016.LDC2009T13_662_669,AFP_ENG_20080703.5016.LDC2009T13_581_589,mclaren,hamilton,org:founded_by,,1,0.976
LTW_ENG_20071009.0046.LDC2009T13,135719,LTW_ENG_20071009.0046.LDC2009T13_8891_8899,LTW_ENG_20071009.0046.LDC2009T13_8762_8768,wilshire,fuller,org:founded_by,,1,0.996
NYT_ENG_20070225.0179.LDC2009T13,276533,NYT_ENG_20070225.0179.LDC2009T13_1254_1269,NYT_ENG_20070225.0179.LDC2009T13_1318_1325,ellen degeneres,actress,per:title,,1,0.948
APW_ENG_20071214.0118.LDC2009T13,306355,APW_ENG_20071214.0118.LDC2009T13_537_556,APW_ENG_20071214.0118.LDC2009T13_531_536,matthew mcconaughey,actor,per:title,,1,0.998
AFP_ENG_20070409.0012.LDC2009T13,119729,AFP_ENG_20070409.0012.LDC2009T13_952_958,AFP_ENG_20070409.0012.LDC2009T13_887_891,pentax,hoya,org:founded_by,,1,0.91
eng-WL-11-174595-12968558,107540,eng-WL-11-174595-12968558_1891_1911,eng-WL-11-174595-12968558_1832_1846,the associated press,leslie moonves,org:founded_by,,1,0.972
NYT_ENG_20080106.0060.LDC2009T13,106552,NYT_ENG_20080106.0060.LDC2009T13_6947_6988,NYT_ENG_20080106.0060.LDC2009T13_6778_6784,university of new hampshire survey center,mccain,org:founded_by,,1,0.988
APW_ENG_20070201.0226.LDC2009T13,51803,APW_ENG_20070201.0226.LDC2009T13_4061_4067,APW_ENG_20070201.0226.LDC2009T13_4006_4015,chavez,historian,per:title,,1,0.996
NYT_ENG_20080114.0064.LDC2009T13,58053,NYT_ENG_20080114.0064.LDC2009T13_563_569,NYT_ENG_20080114.0064.LDC2009T13_623_634,atkins,david lynch,per:spouse,,1,0.938
LTW_ENG_20071229.0010.LDC2009T13,19208,LTW_ENG_20071229.0010.LDC2009T13_1181_1184,LTW_ENG_20071229.0010.LDC2009T13_1143_1157,wga,sherry goldman,org:founded_by,,1,0.972
APW_ENG_20070302.0801.LDC2009T13,245059,APW_ENG_20070302.0801.LDC2009T13_3837_3844,APW_ENG_20070302.0801.LDC2009T13_3958_3963,harrods,diana,org:founded_by,,1,0.972
NYT_ENG_20081215.0225.LDC2009T13,94508,NYT_ENG_20081215.0225.LDC2009T13_2570_2583,NYT_ENG_20081215.0225.LDC2009T13_2588_2599,andrew madoff,mark madoff,per:spouse,,1,0.988
APW_ENG_20070221.1416.LDC2009T13,251439,APW_ENG_20070221.1416.LDC2009T13_329_340,APW_ENG_20070221.1416.LDC2009T13_318_324,ryan sutter,trista,per:spouse,,1,0.98
NYT_ENG_20080418.0011.LDC2009T13,247282,NYT_ENG_20080418.0011.LDC2009T13_3003_3010,NYT_ENG_20080418.0011.LDC2009T13_3026_3029,samsung,lee,org:founded_by,,1,0.95
eng-NG-31-142161-10036565,218068,eng-NG-31-142161-10036565_746_762,eng-NG-31-142161-10036565_630_641,associated press,hugo chavez,org:founded_by,,1,0.978
eng-WL-11-174595-12968244,133565,eng-WL-11-174595-12968244_5117_5125,eng-WL-11-174595-12968244_5007_5020,espanyol,david beckham,org:founded_by,,1,0.95
NYT_ENG_20071127.0154.LDC2009T13,136754,NYT_ENG_20071127.0154.LDC2009T13_1075_1082,NYT_ENG_20071127.0154.LDC2009T13_1166_1175,everson,executive,per:title,,1,0.942
eng-WL-11-174588-12938684,223900,eng-WL-11-174588-12938684_79120_79142,eng-WL-11-174588-12938684_79157_79167,america 's life + style,gyllenhaal,org:founded_by,,1,0.95
LTW_ENG_20080103.0039.LDC2009T13,179797,LTW_ENG_20080103.0039.LDC2009T13_4958_4992,LTW_ENG_20080103.0039.LDC2009T13_4912_4924,national prostate cancer coalition,jamie bearse,org:founded_by,,1,0.998
XIN_ENG_20050522.0148.LDC2007T07,139708,XIN_ENG_20050522.0148.LDC2007T07_831_843,XIN_ENG_20050522.0148.LDC2007T07_825_830,ali larijani,chief,per:title,,1,1
eng-WL-11-174595-12967059,57164,eng-WL-11-174595-12967059_4868_4887,eng-WL-11-174595-12967059_4909_4922,international pepsi,david beckham,org:founded_by,,1,0.96
NYT_ENG_20081212.0172.LDC2009T13,165634,NYT_ENG_20081212.0172.LDC2009T13_8125_8137,NYT_ENG_20081212.0172.LDC2009T13_8205_8218,geoff edgers,hinda mandell,per:spouse,,1,0.914
eng-WL-11-174595-12968331,180338,eng-WL-11-174595-12968331_14556_14586,eng-WL-11-174595-12968331_14521_14532,nickelodeon teen choice awards,hilary duff,org:founded_by,,1,0.946
eng-WL-11-174595-12968216,125047,eng-WL-11-174595-12968216_10033_10048,eng-WL-11-174595-12968216_10001_10008,sporting lisbon,ronaldo,org:founded_by,,1,0.962
NYT_ENG_20080313.0254.LDC2009T13,321329,NYT_ENG_20080313.0254.LDC2009T13_1618_1632,NYT_ENG_20080313.0254.LDC2009T13_1809_1817,lewis b. kaden,chairman,per:title,,1,0.944
eng-WL-11-174598-12964778,197288,eng-WL-11-174598-12964778_19977_19981,eng-WL-11-174598-12964778_19915_19926,leon,gary oldman,per:spouse,,1,0.904
NYT_ENG_20080921.0033.LDC2009T13,211986,NYT_ENG_20080921.0033.LDC2009T13_5849_5858,NYT_ENG_20080921.0033.LDC2009T13_5767_5781,citigroup,morgan stanley,org:subsidiaries,,1,0.918
eng-WL-11-174584-12961405,85371,eng-WL-11-174584-12961405_10806_10813,eng-WL-11-174584-12961405_10840_10846,juanita,margie,per:spouse,,1,0.908
NYT_ENG_20070215.0067.LDC2009T13,27395,NYT_ENG_20070215.0067.LDC2009T13_950_962,NYT_ENG_20070215.0067.LDC2009T13_984_993,neal thigpen,professor,per:title,,1,0.956
AFP_ENG_20070513.0173.LDC2009T13,107605,AFP_ENG_20070513.0173.LDC2009T13_343_357,AFP_ENG_20070513.0173.LDC2009T13_452_458,lewis hamilton,driver,per:title,,1,1
AFP_ENG_20070508.0357.LDC2009T13,246365,AFP_ENG_20070508.0357.LDC2009T13_1234_1247,AFP_ENG_20070508.0357.LDC2009T13_1228_1233,javier solana,chief,per:title,,1,1
NYT_ENG_20080226.0154.LDC2009T13,2333,NYT_ENG_20080226.0154.LDC2009T13_381_392,NYT_ENG_20080226.0154.LDC2009T13_397_422,hugo chavez,luiz inacio lula da silva,per:spouse,,1,0.944
eng-WL-105-174565-12930784,269389,eng-WL-105-174565-12930784_999_1013,eng-WL-105-174565-12930784_1018_1033,kara dioguardi,ellen degeneres,per:spouse,,1,0.998
NYT_ENG_20070923.0153.LDC2009T13,124186,NYT_ENG_20070923.0153.LDC2009T13_2276_2291,NYT_ENG_20070923.0153.LDC2009T13_2318_2325,thomas dodd jr.,brother,per:title,,1,0.908
NYT_ENG_20070127.0098.LDC2009T13,278710,NYT_ENG_20070127.0098.LDC2009T13_1195_1212,NYT_ENG_20070127.0098.LDC2009T13_1189_1194,tyrone willingham,coach,per:title,,1,1
APW_ENG_20070504.1021.LDC2009T13,232941,APW_ENG_20070504.1021.LDC2009T13_2242_2260,APW_ENG_20070504.1021.LDC2009T13_2208_2215,u.s. naval academy,palfrey,org:founded_by,,1,0.93
NYT_ENG_20071118.0042.LDC2009T13,7137,NYT_ENG_20071118.0042.LDC2009T13_9855_9886,NYT_ENG_20071118.0042.LDC2009T13_9938_9945,professional concerns committee,mcguire,org:founded_by,,1,0.962
NYT_ENG_20071217.0008.LDC2009T13,254914,NYT_ENG_20071217.0008.LDC2009T13_5961_5975,NYT_ENG_20071217.0008.LDC2009T13_5934_5938,fishkill farms,josh,org:founded_by,,1,0.924
eng-WL-11-174595-12968208,133768,eng-WL-11-174595-12968208_14792_14798,eng-WL-11-174595-12968208_14687_14692,chelsy,harry,per:spouse,,1,0.916
AFP_ENG_20070219.0192.LDC2009T13,186504,AFP_ENG_20070219.0192.LDC2009T13_955_972,AFP_ENG_20070219.0192.LDC2009T13_893_902,mohamed elbaradei,secretary,per:title,,1,0.922
