person1_id,person2_id,sentence_id,description,is_true,relation_id,id
NYT_ENG_20070222.0164.LDC2009T13_996_2,NYT_ENG_20070222.0164.LDC2009T13_996_47,NYT_ENG_20070222.0164.LDC2009T13_996,Michael Apted-Samuel Goldwyn,f,NYT_ENG_20070222.0164.LDC2009T13_996_2-NYT_ENG_20070222.0164.LDC2009T13_996_47,169176
eng-WL-11-174573-12960881_328_8,eng-WL-11-174573-12960881_328_1,eng-WL-11-174573-12960881_328,Amy Adams-Heath Ledger,f,eng-WL-11-174573-12960881_328_8-eng-WL-11-174573-12960881_328_1,106393
NYT_ENG_20070516.0109.LDC2009T13_577_31,NYT_ENG_20070516.0109.LDC2009T13_577_13,NYT_ENG_20070516.0109.LDC2009T13_577,Amy Poehler-Antonio Banderas,f,NYT_ENG_20070516.0109.LDC2009T13_577_31-NYT_ENG_20070516.0109.LDC2009T13_577_13,284908
148089@2_1,148089@2_10,148089@2,Bush-Laura Bush,f,148089@2_1-148089@2_10,1617
56239@7_38,56239@7_44,56239@7,Spencer Tracy-Edward G. Robinson,f,56239@7_38-56239@7_44,4283
79572@24_7,79572@24_13,79572@24,Roche-Roche de Aguiar,f,79572@24_7-79572@24_13,212340
eng-WL-11-174595-12967504_47_57,eng-WL-11-174595-12967504_47_38,eng-WL-11-174595-12967504_47,Joss Whedon-Amy Acker,f,eng-WL-11-174595-12967504_47_57-eng-WL-11-174595-12967504_47_38,221433
151030@22_21,151030@22_15,151030@22,Gary Cooper-John Wayne,f,151030@22_21-151030@22_15,95768
143079@36_50,143079@36_2,143079@36,Stanley Tucci-Robert De Niro,f,143079@36_50-143079@36_2,20294
48456@4_12,48456@4_37,48456@4,Jerry Hall-Charles,f,48456@4_12-48456@4_37,213035
LTW_ENG_20070713.0050.LDC2009T13_1070_21,LTW_ENG_20070713.0050.LDC2009T13_1070_8,LTW_ENG_20070713.0050.LDC2009T13_1070,Lemmon-Kasi Lemmons,f,LTW_ENG_20070713.0050.LDC2009T13_1070_21-LTW_ENG_20070713.0050.LDC2009T13_1070_8,35972
eng-NG-31-126487-12055788_413_21,eng-NG-31-126487-12055788_413_30,eng-NG-31-126487-12055788_413,Claudia Winkleman-Helena Christensen,f,eng-NG-31-126487-12055788_413_21-eng-NG-31-126487-12055788_413_30,163338
NYT_ENG_20071025.0121.LDC2009T13_878_4,NYT_ENG_20071025.0121.LDC2009T13_878_22,NYT_ENG_20071025.0121.LDC2009T13_878,Anthony Hopkins-Hopkins,f,NYT_ENG_20071025.0121.LDC2009T13_878_4-NYT_ENG_20071025.0121.LDC2009T13_878_22,242648
27935@12_33,27935@12_25,27935@12,John Edwards-Al Gore,f,27935@12_33-27935@12_25,249759
NYT_ENG_20080818.0004.LDC2009T13_576_0,NYT_ENG_20080818.0004.LDC2009T13_576_14,NYT_ENG_20080818.0004.LDC2009T13_576,Ruud-Bo Ruud,f,NYT_ENG_20080818.0004.LDC2009T13_576_0-NYT_ENG_20080818.0004.LDC2009T13_576_14,56049
45661@0_41,45661@0_29,45661@0,Hugh Dancy-Natasha Richardson,f,45661@0_41-45661@0_29,60183
APW_ENG_20070330.0161.LDC2009T13_15_3,APW_ENG_20070330.0161.LDC2009T13_15_16,APW_ENG_20070330.0161.LDC2009T13_15,Kevin Federline-Federline,f,APW_ENG_20070330.0161.LDC2009T13_15_3-APW_ENG_20070330.0161.LDC2009T13_15_16,100499
eng-NG-31-142898-10119885_1355_0,eng-NG-31-142898-10119885_1355_39,eng-NG-31-142898-10119885_1355,Sanjay Dutt-Eddie Murphy,f,eng-NG-31-142898-10119885_1355_0-eng-NG-31-142898-10119885_1355_39,237823
NYT_ENG_20071023.0141.LDC2009T13_86_48,NYT_ENG_20071023.0141.LDC2009T13_86_38,NYT_ENG_20071023.0141.LDC2009T13_86,Aaron Spelling-Tori Spelling,f,NYT_ENG_20071023.0141.LDC2009T13_86_48-NYT_ENG_20071023.0141.LDC2009T13_86_38,149341
17305@21_8,17305@21_20,17305@21,Joshua-Moses,f,17305@21_8-17305@21_20,1648
eng-WL-11-174588-12938737_6769_26,eng-WL-11-174588-12938737_6769_76,eng-WL-11-174588-12938737_6769,George Clooney-Kate Winslet,f,eng-WL-11-174588-12938737_6769_26-eng-WL-11-174588-12938737_6769_76,10410
38897@10_58,38897@10_32,38897@10,Elisabeth Shue-Chris Manley,f,38897@10_58-38897@10_32,212788
eng-WL-11-174643-12999808_630_13,eng-WL-11-174643-12999808_630_32,eng-WL-11-174643-12999808_630,Simon Monjack-Simon Monjack,f,eng-WL-11-174643-12999808_630_13-eng-WL-11-174643-12999808_630_32,279090
NYT_ENG_20070724.0065.LDC2009T13_628_18,NYT_ENG_20070724.0065.LDC2009T13_628_14,NYT_ENG_20070724.0065.LDC2009T13_628,Daniel Zelman-Glenn Kessler,f,NYT_ENG_20070724.0065.LDC2009T13_628_18-NYT_ENG_20070724.0065.LDC2009T13_628_14,70833
53484@39_35,53484@39_41,53484@39,Ulrich Thomsen-Alessandro Nivola,f,53484@39_35-53484@39_41,269843
LTW_ENG_20070214.0110.LDC2009T13_257_49,LTW_ENG_20070214.0110.LDC2009T13_257_4,LTW_ENG_20070214.0110.LDC2009T13_257,Joseph C. Wilson-Libby,f,LTW_ENG_20070214.0110.LDC2009T13_257_49-LTW_ENG_20070214.0110.LDC2009T13_257_4,68923
eng-WL-110-174612-12992150_63_43,eng-WL-110-174612-12992150_63_72,eng-WL-110-174612-12992150_63,Pharrell Williams-Janet Jackson,f,eng-WL-110-174612-12992150_63_43-eng-WL-110-174612-12992150_63_72,238923
eng-WL-11-174595-12967589_114_33,eng-WL-11-174595-12967589_114_52,eng-WL-11-174595-12967589_114,Peter Sarsgaard-Christian Slater,f,eng-WL-11-174595-12967589_114_33-eng-WL-11-174595-12967589_114_52,184130
eng-NG-31-100029-10770733_528_21,eng-NG-31-100029-10770733_528_30,eng-NG-31-100029-10770733_528,Donna Karan-Bill Cosby,f,eng-NG-31-100029-10770733_528_21-eng-NG-31-100029-10770733_528_30,245944
APW_ENG_20070701.0750.LDC2009T13_20_36,APW_ENG_20070701.0750.LDC2009T13_20_33,APW_ENG_20070701.0750.LDC2009T13_20,Bush-Laura Bush,f,APW_ENG_20070701.0750.LDC2009T13_20_36-APW_ENG_20070701.0750.LDC2009T13_20_33,43646
79168@20_8,79168@20_12,79168@20,Rudy Giuliani-John McCain,f,79168@20_8-79168@20_12,3016
NYT_ENG_20080218.0253.LDC2009T13_264_21,NYT_ENG_20080218.0253.LDC2009T13_264_13,NYT_ENG_20080218.0253.LDC2009T13_264,Tom Davis-Keno Davis,f,NYT_ENG_20080218.0253.LDC2009T13_264_21-NYT_ENG_20080218.0253.LDC2009T13_264_13,265691
APW_ENG_20080318.0864.LDC2009T13_363_28,APW_ENG_20080318.0864.LDC2009T13_363_18,APW_ENG_20080318.0864.LDC2009T13_363,Mills-Heather Mills,f,APW_ENG_20080318.0864.LDC2009T13_363_28-APW_ENG_20080318.0864.LDC2009T13_363_18,50987
AFP_ENG_20070427.0098.LDC2009T13_155_14,AFP_ENG_20070427.0098.LDC2009T13_155_11,AFP_ENG_20070427.0098.LDC2009T13_155,Leonardo DiCaprio-Oprah Winfrey,f,AFP_ENG_20070427.0098.LDC2009T13_155_14-AFP_ENG_20070427.0098.LDC2009T13_155_11,80325
eng-WL-110-174612-12993366_41_57,eng-WL-110-174612-12993366_41_13,eng-WL-110-174612-12993366_41,Jay-Z-Terry Lewis,f,eng-WL-110-174612-12993366_41_57-eng-WL-110-174612-12993366_41_13,70645
AFP_ENG_20070720.0248.LDC2009T13_79_16,AFP_ENG_20070720.0248.LDC2009T13_79_28,AFP_ENG_20070720.0248.LDC2009T13_79,Tim McGraw-Sherry Lansing,f,AFP_ENG_20070720.0248.LDC2009T13_79_16-AFP_ENG_20070720.0248.LDC2009T13_79_28,213565
LTW_ENG_20070925.0082.LDC2009T13_351_23,LTW_ENG_20070925.0082.LDC2009T13_351_17,LTW_ENG_20070925.0082.LDC2009T13_351,Mamie Gummer-Meryl Streep,f,LTW_ENG_20070925.0082.LDC2009T13_351_23-LTW_ENG_20070925.0082.LDC2009T13_351_17,257423
1316@43_2,1316@43_8,1316@43,Dick Cheney-Donald Rumsfeld,f,1316@43_2-1316@43_8,152365
NYT_ENG_20070309.0266.LDC2009T13_1096_13,NYT_ENG_20070309.0266.LDC2009T13_1096_9,NYT_ENG_20070309.0266.LDC2009T13_1096,Craig Hatkoff-Robert De Niro,f,NYT_ENG_20070309.0266.LDC2009T13_1096_13-NYT_ENG_20070309.0266.LDC2009T13_1096_9,15940
